Year,Team,Name,G,Min,Pts,PPG,FGM,FGA,FGP,FTM,FTA,FTP,3PM,3PA,3PP,REB,RPG,AST,APG,STL,BLK,TO,MPPS,OEPM,DEPM
2000,NJN,Vladimir Stepania,29,280,82,2.8,28,88,.318,25,34,.735,1,4,.250,109,3.8,16,0.6,10,11,19,0.0711,0.0315,0.035
2000,NJN,Jamel Thomas,5,56,13,2.6,6,19,.316,0,0,.000,1,3,.333,9,1.8,0,0.0,3,0,6,0.0142,0.0018,0.0034
2000,NJN,Jim McIlvaine,18,193,28,1.6,10,28,.357,8,12,.667,0,0,.000,35,1.9,4,0.2,7,15,9,0.049,0.0091,0.0163
2000,NJN,Soumaila Samake,34,226,46,1.4,18,48,.375,10,24,.417,0,0,.000,53,1.6,1,0.0,2,14,4,0.0574,0.0138,0.0187
2000,NJN,Kevin Ollie,19,161,22,1.2,5,27,.185,12,19,.632,0,0,.000,23,1.2,25,1.3,5,0,9,0.0409,0.0206,0.0077
2000,NYK,Allan Houston,78,2858,1459,18.7,542,1208,.449,279,307,.909,96,252,.381,283,3.6,173,2.2,52,10,161,0.7261,0.4995,0.0949
2000,NYK,Latrell Sprewell,77,3017,1364,17.7,524,1219,.430,275,351,.783,41,135,.304,347,4.5,269,3.5,106,28,218,0.7665,0.5148,0.1374
2000,NYK,Glen Rice,75,2212,899,12.0,331,752,.440,155,182,.852,82,211,.389,307,4.1,89,1.2,41,13,96,0.562,0.2943,0.0978
2000,NYK,Marcus Camby,63,2127,759,12.0,304,580,.524,150,225,.667,1,8,.125,723,11.5,52,0.8,66,136,63,0.5404,0.2447,0.252
2000,NYK,Kurt Thomas,77,2125,800,10.4,314,614,.511,171,210,.814,1,3,.333,515,6.7,63,0.8,61,69,99,0.5399,0.2576,0.176
2000,NYK,Larry Johnson,65,2105,645,9.9,246,598,.411,102,128,.797,51,163,.313,363,5.6,127,2.0,39,29,97,0.5348,0.2377,0.1163
2000,NYK,Charlie Ward,61,1492,433,7.1,155,373,.416,56,70,.800,67,175,.383,159,2.6,273,4.5,70,10,112,0.3791,0.2519,0.0703
2000,NYK,Othella Harrington,30,548,185,6.2,67,121,.554,51,70,.729,0,0,.000,99,3.3,20,0.7,15,19,41,0.1392,0.061,0.0369
2000,NYK,Mark Jackson,29,786,170,5.9,74,180,.411,9,17,.529,13,42,.310,120,4.1,163,5.6,21,0,58,0.1997,0.1239,0.0385
2000,NYK,Chris Childs,51,1309,245,4.8,93,222,.419,39,46,.848,20,64,.313,138,2.7,236,4.6,37,7,98,0.3326,0.1822,0.0514
2000,NYK,Erick Strickland,28,421,120,4.3,40,131,.305,24,28,.857,16,47,.340,52,1.9,29,1.0,22,1,21,0.107,0.0478,0.0219
2000,NYK,Lavor Postell,26,169,59,2.3,17,54,.315,22,27,.815,3,11,.273,25,1.0,5,0.2,4,2,17,0.0429,0.0191,0.0085
2000,NYK,Felton Spencer,18,113,39,2.2,12,20,.600,15,25,.600,0,0,.000,35,1.9,2,0.1,2,2,11,0.0287,0.0121,0.0103
2000,NYK,Luc Longley,25,301,49,2.0,18,54,.333,13,17,.765,0,0,.000,66,2.6,7,0.3,3,9,22,0.0765,0.0142,0.0208
2000,NYK,Rick Brunson,15,66,20,1.3,8,19,.421,4,6,.667,0,3,.000,12,0.8,7,0.5,1,0,8,0.0168,0.0081,0.0034
2000,NYK,Travis Knight,45,256,29,0.6,10,53,.189,9,18,.500,0,1,.000,53,1.2,5,0.1,5,11,10,0.065,0.01,0.0189
2000,ORL,Tracy McGrady,77,3087,2065,26.8,788,1724,.457,430,587,.733,59,166,.355,580,7.5,352,4.6,116,118,198,0.7843,0.7848,0.229
2000,ORL,Darrell Armstrong,75,2767,1189,15.9,413,1002,.412,220,249,.884,143,403,.355,343,4.6,524,7.0,135,13,200,0.703,0.6067,0.1427
2000,ORL,Grant Hill,4,133,55,13.8,19,43,.442,16,26,.615,1,1,1.000,25,6.3,25,6.3,5,2,11,0.0338,0.0295,0.0089
2000,ORL,Mike Miller,82,2390,975,11.9,368,845,.436,91,128,.711,148,364,.407,327,4.0,140,1.7,51,19,97,0.6072,0.3262,0.1085
2000,ORL,Pat Garrity,76,1579,628,8.3,223,576,.387,85,98,.867,97,224,.433,210,2.8,51,0.7,40,15,68,0.4012,0.193,0.0734
2000,ORL,John Amaechi,82,1710,650,7.9,237,592,.400,176,279,.631,0,7,.000,268,3.3,74,0.9,28,29,124,0.4345,0.2207,0.088
2000,ORL,Bo Outlaw,80,2534,582,7.3,226,368,.614,129,225,.573,1,2,.500,619,7.7,225,2.8,105,137,141,0.6438,0.2734,0.2408
2000,ORL,Dee Brown,7,155,48,6.9,16,44,.364,4,5,.800,12,32,.375,11,1.6,12,1.7,4,0,7,0.0394,0.0183,0.0043
2000,ORL,Michael Doleac,77,1398,490,6.4,220,527,.417,50,59,.847,0,3,.000,273,3.5,65,0.8,37,41,59,0.3552,0.1594,0.0965
2000,ORL,Monty Williams,82,1211,410,5.0,162,364,.445,85,133,.639,1,13,.077,243,3.0,79,1.0,29,16,85,0.3077,0.1493,0.0779
2000,ORL,Troy Hudson,75,1008,357,4.8,125,372,.336,85,104,.817,22,109,.202,105,1.4,162,2.2,37,3,92,0.2561,0.1815,0.0417
2000,ORL,Andrew Declercq,67,903,261,3.9,107,193,.554,47,82,.573,0,0,.000,236,3.5,32,0.5,41,33,51,0.2294,0.0836,0.0861
2000,ORL,Don Reid,65,764,210,3.2,82,145,.566,46,75,.613,0,0,.000,242,3.7,21,0.3,23,54,48,0.1941,0.0648,0.0874
2000,ORL,Cory Alexander,24,222,52,2.2,18,56,.321,12,18,.667,4,16,.250,25,1.0,36,1.5,16,0,25,0.0564,0.0305,0.0124
2000,ORL,James Robinson,6,50,10,1.7,4,11,.364,0,0,.000,2,5,.400,8,1.3,0,0.0,4,1,4,0.0127,0.0015,0.0039
2000,ORL,Elliot Perry,6,39,10,1.7,5,11,.455,0,0,.000,0,1,.000,4,0.7,5,0.8,3,0,6,0.0099,0.0039,0.0022
2000,PHI,Allen Iverson,71,2979,2207,31.1,762,1813,.420,585,719,.814,98,306,.320,273,3.8,325,4.6,178,20,237,0.7569,0.835,0.1436
2000,PHI,Theo Ratliff,50,1800,621,12.4,228,457,.499,165,217,.760,0,0,.000,413,8.3,58,1.2,30,187,126,0.4573,0.2008,0.1757
2000,PHI,Dikembe Mutombo,26,875,304,11.7,100,202,.495,104,137,.759,0,0,.000,322,12.4,22,0.8,9,66,52,0.2223,0.103,0.1062
2000,PHI,Aaron McKie,76,2394,878,11.6,338,714,.473,149,194,.768,53,170,.312,311,4.1,377,5.0,106,8,203,0.6082,0.4248,0.1219
2000,PHI,Eric Snow,50,1740,491,9.8,182,435,.418,122,154,.792,5,19,.263,166,3.3,369,7.4,77,7,124,0.4421,0.3352,0.0737
2000,PHI,Tyrone Hill,76,2363,728,9.6,278,587,.474,172,273,.630,0,1,.000,687,9.0,48,0.6,37,27,127,0.6004,0.2238,0.1972
2000,PHI,George Lynch,82,2649,686,8.4,274,616,.445,123,171,.719,15,57,.263,590,7.2,139,1.7,99,30,109,0.673,0.2573,0.1971
2000,PHI,Toni Kukoc,48,979,386,8.0,151,330,.458,52,88,.591,32,78,.410,162,3.4,93,1.9,35,6,60,0.2487,0.1492,0.0564
2000,PHI,Matt Geiger,35,542,213,6.1,88,224,.393,37,54,.685,0,2,.000,139,4.0,14,0.4,12,8,25,0.1377,0.0652,0.0424
2000,PHI,Rodney Buford,47,573,248,5.3,104,241,.432,24,29,.828,16,38,.421,74,1.6,17,0.4,17,6,29,0.1456,0.0715,0.0272
2000,PHI,Vernon Maxwell,24,375,120,5.0,42,125,.336,15,22,.682,21,64,.328,37,1.5,29,1.2,12,0,18,0.0953,0.0463,0.014
2000,PHI,Vinny Del Negro,36,526,177,4.9,76,144,.528,25,28,.893,0,4,.000,51,1.4,64,1.8,20,3,19,0.1336,0.0831,0.0215
2000,PHI,Jumaine Jones,65,866,304,4.7,122,275,.444,40,53,.755,20,60,.333,189,2.9,32,0.5,30,15,39,0.22,0.0958,0.0642
2000,PHI,Todd Macculloch,63,597,260,4.1,109,185,.589,42,66,.636,0,0,.000,168,2.7,10,0.2,7,19,27,0.1517,0.0756,0.0514
2000,PHI,Kevin Ollie,51,764,194,3.8,71,165,.430,51,70,.729,1,3,.333,72,1.4,121,2.4,25,1,40,0.1941,0.1212,0.0281
2000,PHI,Nazr Mohammed,30,196,96,3.2,41,88,.466,14,28,.500,0,0,.000,55,1.8,2,0.1,6,7,9,0.0498,0.0268,0.0185
2000,PHI,Roshown McLeod,1,15,2,2.0,1,2,.500,0,0,.000,0,1,.000,2,2.0,0,0.0,0,0,1,0.0038,0.0003,0.0005
2000,PHI,Raja Bell,5,30,5,1.0,2,7,.286,0,0,.000,1,3,.333,1,0.2,0,0.0,1,0,2,0.0076,0.0008,0.0006
2000,PHI,Pepe Sanchez,24,116,20,0.8,9,21,.429,2,2,1.000,0,1,.000,14,0.6,36,1.5,9,1,3,0.0295,0.0254,0.0073
2000,PHI,Anthony Miller,1,2,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,0,0.0,0,0,0,0.0005,0,0
2000,PHO,Shawn Marion,79,2857,1369,17.3,557,1160,.480,234,289,.810,21,82,.256,848,10.7,160,2.0,132,108,129,0.7259,0.466,0.3001
2000,PHO,Jason Kidd,77,3065,1299,16.9,451,1097,.411,328,403,.814,69,232,.297,494,6.4,753,9.8,166,23,286,0.7787,0.7711,0.1961
2000,PHO,Clifford R.  Robinson,82,2751,1345,16.4,501,1186,.422,253,357,.709,90,249,.361,334,4.1,237,2.9,87,82,186,0.6989,0.4942,0.144
2000,PHO,Tony Delk,82,2288,1005,12.3,383,923,.415,185,235,.787,54,168,.321,261,3.2,160,2.0,75,17,101,0.5813,0.3681,0.1003
2000,PHO,Rodney Rogers,82,2183,998,12.2,377,876,.430,188,247,.761,56,189,.296,359,4.4,180,2.2,97,47,157,0.5546,0.3643,0.1431
2000,PHO,Anfernee Hardaway,4,112,39,9.8,15,36,.417,7,11,.636,2,8,.250,18,4.5,15,3.8,6,1,3,0.0285,0.0195,0.0072
2000,PHO,Tom Gugliotta,57,1159,362,6.4,149,380,.392,61,77,.792,3,12,.250,255,4.5,55,1.0,47,21,50,0.2945,0.1262,0.0894
2000,PHO,Jake Tsakalidis,57,947,256,4.5,101,215,.470,54,91,.593,0,0,.000,242,4.2,19,0.3,10,55,66,0.2406,0.0729,0.0828
2000,PHO,Mario Elie,68,1506,299,4.4,104,246,.423,55,69,.797,36,100,.360,155,2.3,131,1.9,58,12,60,0.3826,0.1496,0.0653
2000,PHO,Paul McPherson,33,308,112,3.4,47,96,.490,18,24,.750,0,6,.000,48,1.5,16,0.5,12,3,23,0.0783,0.0364,0.0177
2000,PHO,Elliot Perry,43,460,137,3.2,60,129,.465,16,22,.727,1,4,.250,42,1.0,74,1.7,19,1,32,0.1169,0.0731,0.0182
2000,PHO,Dan Santiago,54,581,170,3.1,64,134,.478,42,61,.689,0,0,.000,102,1.9,11,0.2,17,21,47,0.1476,0.0482,0.0391
2000,PHO,Corie Blount,30,387,54,1.8,23,47,.489,8,15,.533,0,0,.000,85,2.8,8,0.3,13,5,18,0.0983,0.0157,0.0281
2000,PHO,Ruben Garces,10,62,16,1.6,7,15,.467,2,8,.250,0,0,.000,22,2.2,4,0.4,2,1,5,0.0158,0.0056,0.0067
2000,PHO,Chris Dudley,53,613,72,1.4,29,73,.397,14,36,.389,0,0,.000,183,3.5,18,0.3,14,29,26,0.1557,0.0255,0.061
2000,POR,Rasheed Wallace,77,2940,1477,19.2,590,1178,.501,245,320,.766,52,162,.321,602,7.8,212,2.8,90,135,158,0.747,0.5186,0.2301
2000,POR,Steve Smith,81,2542,1105,13.6,359,788,.456,309,347,.890,78,230,.339,272,3.4,213,2.6,48,24,137,0.6458,0.4462,0.095
2000,POR,Damon Stoudamire,82,2655,1066,13.0,406,935,.434,172,207,.831,82,219,.374,303,3.7,468,5.7,106,8,191,0.6745,0.5335,0.1199
2000,POR,Bonzi Wells,75,1995,950,12.7,387,726,.533,159,240,.663,17,50,.340,367,4.9,208,2.8,94,20,169,0.5069,0.3578,0.1354
2000,POR,Scottie Pippen,64,2133,721,11.3,269,596,.451,119,161,.739,64,186,.344,333,5.2,294,4.6,94,35,154,0.5419,0.3423,0.1315
2000,POR,Arvydas Sabonis,61,1299,616,10.1,247,516,.479,121,156,.776,1,15,.067,331,5.4,91,1.5,40,62,85,0.33,0.2177,0.119
2000,POR,Dale Davis,81,2162,580,7.2,242,487,.497,96,152,.632,0,4,.000,606,7.5,103,1.3,44,76,67,0.5493,0.2136,0.1949
2000,POR,Shawn Kemp,68,1083,441,6.5,168,413,.407,101,131,.771,4,11,.364,259,3.8,65,1.0,45,23,99,0.2752,0.1497,0.0903
2000,POR,Greg Anthony,58,856,282,4.9,97,253,.383,23,35,.657,65,159,.409,61,1.1,82,1.4,40,3,43,0.2175,0.1135,0.0317
2000,POR,Stacey Augmon,66,1182,311,4.7,127,266,.477,57,87,.655,0,4,.000,159,2.4,98,1.5,48,21,48,0.3003,0.1373,0.0654
2000,POR,Rod Strickland,21,351,97,4.6,41,98,.418,15,26,.577,0,1,.000,35,1.7,72,3.4,10,1,24,0.0892,0.0635,0.013
2000,POR,Detlef Schrempf,26,397,104,4.0,39,95,.411,23,27,.852,3,8,.375,78,3.0,44,1.7,7,3,28,0.1009,0.0503,0.0234
2000,POR,Antonio Harvey,12,72,31,2.6,13,28,.464,5,6,.833,0,0,.000,14,1.2,4,0.3,1,6,3,0.0183,0.0107,0.0058
2000,POR,Gary Grant,4,17,10,2.5,5,7,.714,0,0,.000,0,0,.000,0,0.0,1,0.3,0,0,0,0.0043,0.0031,0
2000,POR,Erick Barkley,8,38,19,2.4,8,22,.364,0,0,.000,3,8,.375,3,0.4,6,0.8,2,0,5,0.0097,0.007,0.0015
2000,POR,Will Perdue,13,58,14,1.1,6,9,.667,2,4,.500,0,0,.000,18,1.4,2,0.2,3,2,0,0.0147,0.0052,0.0063
2000,SAC,Chris Webber,70,2836,1898,27.1,786,1635,.481,324,461,.703,2,28,.071,777,11.1,294,4.2,93,118,195,0.7205,0.683,0.2703
2000,SAC,Peja Stojakovic,75,2905,1529,20.4,559,1189,.470,267,312,.856,144,360,.400,434,5.8,164,2.2,91,13,146,0.7381,0.513,0.1491
2000,SAC,Doug Christie,81,2939,996,12.3,311,788,.395,280,312,.897,94,250,.376,355,4.4,289,3.6,183,45,154,0.7467,0.4503,0.1742
2000,SAC,Vlade Divac,81,2420,974,12.0,364,755,.482,242,350,.691,4,14,.286,673,8.3,231,2.9,87,93,192,0.6148,0.3922,0.2337
2000,SAC,Jason Williams,77,2290,720,9.4,281,690,.407,60,76,.789,98,311,.315,185,2.4,416,5.4,94,9,160,0.5818,0.3953,0.0857
2000,SAC,Bobby Jackson,79,1648,566,7.2,231,526,.439,65,88,.739,39,104,.375,246,3.1,161,2.0,87,7,103,0.4187,0.2262,0.0979
2000,SAC,Scot Pollard,77,1658,498,6.5,185,395,.468,128,171,.749,0,2,.000,465,6.0,47,0.6,48,97,66,0.4212,0.1691,0.1672
2000,SAC,Hidayet Turkoglu,74,1245,391,5.3,138,335,.412,87,112,.777,28,86,.326,210,2.8,69,0.9,52,24,55,0.3163,0.1469,0.0808
2000,SAC,Jon Barry,62,1010,316,5.1,103,255,.404,64,73,.877,46,132,.348,94,1.5,130,2.1,28,6,53,0.2566,0.1574,0.0365
2000,SAC,Lawrence Funderburke,59,698,288,4.9,120,242,.496,48,77,.623,0,0,.000,196,3.3,17,0.3,9,13,32,0.1773,0.0869,0.0573
2000,SAC,Darrick Martin,31,176,103,3.3,29,76,.382,31,35,.886,14,27,.519,16,0.5,14,0.5,7,0,10,0.0447,0.0395,0.0067
2000,SAC,Jabari Smith,9,66,26,2.9,11,22,.500,4,6,.667,0,0,.000,8,0.9,6,0.7,4,0,3,0.0168,0.0103,0.0036
2000,SAC,Nick Anderson,21,169,38,1.8,14,57,.246,0,0,.000,10,39,.256,25,1.2,13,0.6,10,4,7,0.0429,0.0153,0.0114
2000,SAC,Art Long,9,20,0,0.0,0,4,.000,0,2,.000,0,0,.000,8,0.9,1,0.1,0,3,2,0.0051,0.0001,0.003
2000,SAS,Tim Duncan,82,3174,1820,22.2,702,1406,.499,409,662,.618,7,27,.259,997,12.2,245,3.0,70,192,242,0.8064,0.6449,0.341
2000,SAS,Derek Anderson,82,2859,1269,15.5,413,993,.416,342,402,.851,101,253,.399,363,4.4,301,3.7,120,14,165,0.7264,0.5395,0.1424
2000,SAS,David Robinson,80,2371,1151,14.4,400,823,.486,351,470,.747,0,1,.000,691,8.6,116,1.5,80,197,122,0.6024,0.4169,0.2686
2000,SAS,Antonio Daniels,79,2060,745,9.4,275,588,.468,121,156,.776,74,183,.404,163,2.1,304,3.8,61,14,109,0.5234,0.3661,0.0691
2000,SAS,Sean Elliott,52,1229,409,7.9,147,339,.434,60,84,.714,55,129,.426,170,3.3,81,1.6,23,25,51,0.3122,0.1525,0.0599
2000,SAS,Malik Rose,57,1219,437,7.7,160,368,.435,114,160,.713,3,17,.176,308,5.4,48,0.8,59,40,74,0.3097,0.1486,0.1134
2000,SAS,Terry Porter,80,1678,573,7.2,197,440,.448,92,116,.793,87,205,.424,201,2.5,251,3.1,52,11,104,0.4263,0.286,0.0744
2000,SAS,Danny Ferry,80,1688,448,5.6,178,375,.475,22,30,.733,70,156,.449,223,2.8,71,0.9,28,21,50,0.4289,0.1473,0.074
2000,SAS,Avery Johnson,55,1290,310,5.6,134,300,.447,41,60,.683,1,6,.167,85,1.5,237,4.3,33,4,60,0.3277,0.2094,0.0354
2000,SAS,Samaki Walker,61,963,321,5.3,121,252,.480,78,124,.629,1,3,.333,243,4.0,29,0.5,10,41,68,0.2447,0.1007,0.0786
2000,SAS,Steve Kerr,55,650,181,3.3,67,159,.421,14,15,.933,33,77,.429,35,0.6,57,1.0,16,1,21,0.1651,0.0768,0.0153
2000,SAS,Derrick Dial,33,207,86,2.6,36,83,.434,12,21,.571,2,10,.200,38,1.2,21,0.6,4,6,12,0.0526,0.0339,0.0131
2000,SAS,Jaren Jackson,16,114,39,2.4,16,40,.400,0,2,.000,7,18,.389,12,0.8,7,0.4,5,0,3,0.029,0.0132,0.005
2000,SAS,Ira Newble,27,184,54,2.0,21,55,.382,8,16,.500,4,9,.444,35,1.3,6,0.2,2,4,7,0.0467,0.0174,0.0109
2000,SAS,Shawnelle Scott,27,144,43,1.6,17,41,.415,9,22,.409,0,0,.000,50,1.9,4,0.1,5,6,11,0.0366,0.0127,0.0165
2000,SEA,Gary Payton,79,3244,1823,23.1,725,1591,.456,271,354,.766,102,272,.375,361,4.6,642,8.1,127,26,209,0.8242,0.8459,0.1484
2000,SEA,Rashard Lewis,78,2720,1151,14.8,426,887,.480,176,213,.826,123,285,.432,541,6.9,125,1.6,91,45,129,0.6911,0.3758,0.1864
2000,SEA,Ruben Patterson,76,2059,988,13.0,370,749,.494,246,361,.681,2,36,.056,382,5.0,161,2.1,103,45,155,0.5231,0.3662,0.1506
2000,SEA,Vin Baker,76,2129,927,12.2,347,822,.422,232,321,.723,1,16,.063,430,5.7,90,1.2,38,73,158,0.5409,0.3058,0.1469
2000,SEA,Patrick Ewing,79,2107,760,9.6,294,684,.430,172,251,.685,0,2,.000,585,7.4,92,1.2,53,91,151,0.5353,0.251,0.1977
2000,SEA,Brent Barry,67,1778,589,8.8,198,401,.494,84,103,.816,109,229,.476,211,3.1,225,3.4,80,14,86,0.4517,0.2777,0.0885
2000,SEA,Shammond Williams,69,1238,467,6.8,161,368,.438,84,96,.875,61,133,.459,132,1.9,190,2.8,31,4,82,0.3145,0.2277,0.0466
2000,SEA,David Wingate,1,9,6,6.0,3,3,1.000,0,0,.000,0,0,.000,0,0.0,2,2.0,0,0,0,0.0023,0.0027,0
2000,SEA,Desmond Mason,78,1522,463,5.9,189,439,.431,67,91,.736,18,67,.269,249,3.2,63,0.8,39,20,53,0.3867,0.1572,0.0845
2000,SEA,Emanual Davis,62,1290,361,5.8,133,318,.418,45,55,.818,50,127,.394,154,2.5,137,2.2,64,12,77,0.3277,0.1619,0.0673
2000,SEA,Jelani McCoy,70,1143,317,4.5,138,264,.523,41,93,.441,0,0,.000,251,3.6,57,0.8,18,49,75,0.2904,0.1045,0.0862
2000,SEA,Ruben Wolkowyski,34,305,75,2.2,25,79,.316,25,34,.735,0,2,.000,46,1.4,3,0.1,6,18,12,0.0775,0.0241,0.0197
2000,SEA,Olumide Oyedeji,30,221,45,1.5,18,37,.486,9,12,.750,0,0,.000,67,2.2,2,0.1,7,10,11,0.0561,0.0121,0.0228
2000,SEA,Pervis Ellison,9,40,6,0.7,2,7,.286,2,2,1.000,0,0,.000,12,1.3,3,0.3,0,2,3,0.0102,0.003,0.0037
2000,TOR,Vince Carter,75,2979,2070,27.6,762,1656,.460,384,502,.765,162,397,.408,416,5.5,291,3.9,114,82,167,0.7569,0.7474,0.1752
2000,TOR,Antonio Davis,78,2729,1069,13.7,375,866,.433,319,423,.754,0,1,.000,787,10.1,106,1.4,22,151,135,0.6933,0.3789,0.2563
2000,TOR,Alvin Williams,82,2394,802,9.8,330,767,.430,109,145,.752,33,108,.306,212,2.6,407,5.0,123,26,103,0.6082,0.4379,0.109
2000,TOR,Charles Oakley,78,2767,748,9.6,305,786,.388,127,152,.836,11,49,.224,741,9.5,264,3.4,76,48,139,0.703,0.3379,0.2325
2000,TOR,Morris Peterson,80,1809,747,9.3,290,673,.431,104,145,.717,63,165,.382,259,3.2,105,1.3,63,20,78,0.4596,0.2564,0.0962
2000,TOR,Corliss Williamson,42,886,390,9.3,153,325,.471,84,130,.646,0,2,.000,153,3.6,33,0.8,15,13,65,0.2251,0.1228,0.0487
2000,TOR,Keon Clark,46,968,413,9.0,167,320,.522,79,135,.585,0,1,.000,248,5.4,38,0.8,16,110,42,0.2459,0.136,0.104
2000,TOR,Kevin Willis,35,771,309,8.8,124,269,.461,61,81,.753,0,2,.000,223,6.4,21,0.6,19,21,40,0.1959,0.0959,0.0706
2000,TOR,Mark Jackson,54,1802,461,8.5,170,403,.422,64,76,.842,57,165,.345,185,3.4,498,9.2,63,7,117,0.4578,0.3883,0.0732
2000,TOR,Dell Curry,71,956,429,6.0,162,382,.424,43,51,.843,62,145,.428,85,1.2,75,1.1,27,8,39,0.2429,0.1529,0.0344
2000,TOR,Tracy Murray,38,453,207,5.4,77,193,.399,24,32,.750,29,80,.363,59,1.6,14,0.4,8,6,20,0.1151,0.0616,0.0199
2000,TOR,Jerome Williams,26,378,131,5.0,48,93,.516,35,45,.778,0,1,.000,104,4.0,13,0.5,18,10,16,0.096,0.0455,0.0364
2000,TOR,Chris Childs,26,550,117,4.5,42,113,.372,21,25,.840,12,42,.286,64,2.5,119,4.6,22,8,58,0.1397,0.0883,0.0272
2000,TOR,Kornel David,17,140,42,2.5,15,29,.517,12,13,.923,0,0,.000,33,1.9,4,0.2,2,3,7,0.0356,0.0142,0.0101
2000,TOR,Tyrone Corbin,15,117,20,1.3,9,38,.237,2,4,.500,0,5,.000,13,0.9,4,0.3,2,0,3,0.0297,0.0071,0.0041
2000,TOR,Michael Stewart,26,123,33,1.3,11,34,.324,11,18,.611,0,0,.000,29,1.1,2,0.1,4,3,5,0.0313,0.0111,0.0099
2000,TOR,Mamadou Ndiaye,3,10,4,1.3,1,4,.250,2,2,1.000,0,0,.000,2,0.7,0,0.0,0,0,0,0.0025,0.0015,0.0005
2000,TOR,Eric Montross,12,81,13,1.1,6,17,.353,1,5,.200,0,0,.000,29,2.4,4,0.3,3,3,4,0.0206,0.0048,0.0095
2000,TOR,Garth Joseph,2,8,2,1.0,1,2,.500,0,0,.000,0,0,.000,2,1.0,1,0.5,0,0,1,0.002,0.0008,0.0005
2000,TOR,Muggsy Bogues,3,34,0,0.0,0,2,.000,0,0,.000,0,1,.000,3,1.0,5,1.7,2,0,4,0.0086,0.0018,0.0015
2000,UTA,Karl Malone,81,2895,1878,23.2,670,1345,.498,536,676,.793,2,5,.400,669,8.3,361,4.5,93,62,244,0.7355,0.7577,0.2251
2000,UTA,Donyell Marshall,81,2326,1100,13.6,427,849,.503,205,273,.751,41,128,.320,566,7.0,133,1.6,85,78,128,0.591,0.3751,0.201
2000,UTA,Bryon Russell,78,2473,933,12.0,308,700,.440,222,285,.779,95,230,.413,330,4.2,160,2.1,96,20,113,0.6283,0.3562,0.1268
2000,UTA,John Stockton,82,2397,944,11.5,328,651,.504,227,278,.817,61,132,.462,227,2.8,713,8.7,132,21,203,0.609,0.6535,0.1146
2000,UTA,John Starks,75,2122,699,9.3,273,686,.398,89,111,.802,64,182,.352,154,2.1,178,2.4,73,10,94,0.5391,0.2781,0.0701
2000,UTA,Danny Manning,82,1305,603,7.4,247,500,.494,102,140,.729,7,28,.250,214,2.6,92,1.1,47,29,96,0.3316,0.2073,0.0815
2000,UTA,Jacque Vaughn,82,1620,498,6.1,170,393,.433,128,164,.780,30,78,.385,150,1.8,323,3.9,48,3,129,0.4116,0.3109,0.0574
2000,UTA,Olden Polynice,81,1619,429,5.3,206,415,.496,17,65,.262,0,1,.000,378,4.7,31,0.4,27,77,78,0.4113,0.1112,0.1308
2000,UTA,Greg Ostertag,81,1491,363,4.5,139,281,.495,84,151,.556,1,2,.500,415,5.1,22,0.3,22,142,63,0.3788,0.1101,0.1589
2000,UTA,David Benoit,49,446,178,3.6,71,147,.483,31,39,.795,5,13,.385,81,1.7,22,0.4,6,6,28,0.1133,0.0586,0.0248
2000,UTA,Quincy Lewis,35,402,124,3.5,50,123,.407,15,21,.714,9,25,.360,47,1.3,18,0.5,10,10,17,0.1021,0.0413,0.0189
2000,UTA,Deshawn Stevenson,40,293,89,2.2,31,91,.341,26,38,.684,1,12,.083,28,0.7,18,0.5,10,2,28,0.0744,0.0324,0.0116
2000,UTA,Scott Padgett,27,127,56,2.1,18,43,.419,15,20,.750,5,9,.556,39,1.4,5,0.2,6,3,10,0.0323,0.0184,0.0132
2000,UTA,John Crotty,31,264,65,2.1,22,65,.338,17,19,.895,4,7,.571,28,0.9,34,1.1,6,0,19,0.0671,0.0355,0.0094
2000,VAN,Shareef Abdur-rahim,81,3241,1663,20.5,604,1280,.472,443,531,.834,12,64,.188,735,9.1,250,3.1,90,77,231,0.8234,0.6193,0.2455
2000,VAN,Michael Dickerson,70,2618,1142,16.3,425,1020,.417,206,270,.763,86,230,.374,229,3.3,233,3.3,62,27,162,0.6651,0.4345,0.0904
2000,VAN,Mike Bibby,82,3190,1301,15.9,525,1157,.454,143,188,.761,108,285,.379,304,3.7,685,8.4,107,12,248,0.8105,0.6955,0.1218
2000,VAN,Othella Harrington,44,1267,480,10.9,180,386,.466,120,154,.779,0,3,.000,289,6.6,36,0.8,19,26,104,0.3219,0.1466,0.0889
2000,VAN,Bryant Reeves,75,1832,622,8.3,254,552,.460,113,142,.796,1,4,.250,452,6.0,80,1.1,43,54,90,0.4654,0.2096,0.1484
2000,VAN,Damon Jones,71,1415,461,6.5,170,416,.409,37,52,.712,84,231,.364,124,1.7,224,3.2,36,1,76,0.3595,0.2353,0.0455
2000,VAN,Mahmo Abdul-rauf,41,486,266,6.5,120,246,.488,22,29,.759,4,14,.286,25,0.6,76,1.9,9,1,26,0.1235,0.11,0.0101
2000,VAN,Erick Strickland,22,409,140,6.4,41,136,.301,44,51,.863,14,48,.292,76,3.5,66,3.0,22,1,27,0.1039,0.0776,0.028
2000,VAN,Grant Long,66,1507,396,6.0,140,319,.439,112,157,.713,4,15,.267,274,4.2,83,1.3,72,15,62,0.3829,0.1608,0.1018
