Year,Team,Name,G,Min,Pts,PPG,FGM,FGA,FGP,FTM,FTA,FTP,3PM,3PA,3PP,REB,RPG,AST,APG,STL,BLK,TO,MPPS,OEPM,DEPM
2000,DEN,Voshon Lenard,80,2331,972,12.2,336,846,.397,153,192,.797,147,382,.385,231,2.9,190,2.4,65,18,102,0.5922,0.3685,0.0892
2000,DEN,Kevin Willis,43,1059,413,9.6,180,421,.428,52,66,.788,1,4,.250,309,7.2,29,0.7,38,31,47,0.2691,0.1228,0.1029
2000,DEN,George McCloud,76,2007,729,9.6,250,655,.382,152,181,.840,77,234,.329,224,2.9,279,3.7,53,27,117,0.5099,0.3536,0.0857
2000,DEN,James Posey,82,2255,666,8.1,243,590,.412,115,141,.816,65,217,.300,431,5.3,163,2.0,93,40,102,0.5729,0.2657,0.1576
2000,DEN,Robert Pack,74,1260,479,6.5,181,426,.425,105,137,.766,12,31,.387,137,1.9,293,4.0,65,1,135,0.3201,0.2815,0.0599
2000,DEN,Keon Clark,35,752,227,6.5,82,199,.412,63,105,.600,0,0,.000,186,5.3,34,1.0,16,44,48,0.1911,0.0809,0.0673
2000,DEN,Mark Strickland,46,517,201,4.4,82,185,.443,37,59,.627,0,1,.000,120,2.6,17,0.4,12,19,24,0.1314,0.0641,0.0411
2000,DEN,Anthony Goldwire,20,201,82,4.1,30,80,.375,13,17,.765,9,34,.265,12,0.6,34,1.7,9,0,15,0.0511,0.0398,0.0065
2000,DEN,Tracy Murray,13,135,50,3.8,17,55,.309,9,10,.900,7,23,.304,22,1.7,9,0.7,4,1,6,0.0343,0.0186,0.0074
2000,DEN,Tariq Abdul-wahad,29,420,111,3.8,43,111,.387,21,36,.583,4,10,.400,59,2.0,22,0.8,14,13,34,0.1067,0.0375,0.0245
2000,DEN,Ryan Bowen,57,696,191,3.4,80,144,.556,27,44,.614,4,11,.364,113,2.0,30,0.5,37,12,24,0.1768,0.0664,0.0466
2000,DEN,Dan McClintock,6,58,18,3.0,9,18,.500,0,5,.000,0,0,.000,17,2.8,1,0.2,0,2,3,0.0147,0.0044,0.0049
2000,DEN,Calbert Cheaney,9,153,21,2.3,10,30,.333,1,2,.500,0,0,.000,20,2.2,9,1.0,4,2,5,0.0389,0.0095,0.0072
2000,DEN,Terry Davis,19,228,33,1.7,12,25,.480,9,22,.409,0,0,.000,53,2.8,7,0.4,1,1,5,0.0579,0.0134,0.0142
2000,DEN,Garth Joseph,2,8,0,0.0,0,3,.000,0,2,.000,0,0,.000,0,0.0,0,0.0,0,1,1,0.002,-0.0003,0.0003
2000,DET,Jerry Stackhouse,80,3215,2380,29.8,774,1927,.402,666,810,.822,166,473,.351,315,3.9,410,5.1,97,54,326,0.8168,0.9254,0.1341
2000,DET,Corliss Williamson,27,800,411,15.2,172,322,.534,67,107,.626,0,0,.000,168,6.2,28,1.0,35,8,45,0.2033,0.126,0.0586
2000,DET,Joe Smith,69,1941,847,12.3,308,765,.403,231,287,.805,0,5,.000,491,7.1,79,1.1,47,50,88,0.4931,0.2967,0.1585
2000,DET,Chucky Atkins,81,2363,971,12.0,380,952,.399,90,130,.692,121,339,.357,173,2.1,330,4.1,67,5,149,0.6004,0.4204,0.0711
2000,DET,Dana Barros,60,1079,478,8.0,183,412,.444,68,80,.850,44,105,.419,94,1.6,110,1.8,30,2,60,0.2741,0.1863,0.0359
2000,DET,Jerome Williams,33,804,241,7.3,88,201,.438,65,90,.722,0,2,.000,278,8.4,32,1.0,39,10,47,0.2043,0.0841,0.0887
2000,DET,Ben Wallace,80,2760,511,6.4,215,439,.490,80,238,.336,1,4,.250,1052,13.2,123,1.5,107,186,117,0.7012,0.1907,0.3671
2000,DET,John Wallace,40,527,237,5.9,100,236,.424,35,45,.778,2,15,.133,83,2.1,23,0.6,13,16,36,0.1339,0.0731,0.0311
2000,DET,Cedric Ceballos,13,166,75,5.8,28,71,.394,8,10,.800,11,40,.275,26,2.0,7,0.5,6,3,9,0.0422,0.0228,0.0099
2000,DET,Mateen Cleaves,78,1268,422,5.4,160,400,.400,97,137,.708,5,17,.294,132,1.7,207,2.7,49,1,139,0.3222,0.2149,0.0525
2000,DET,Michael Curry,68,1485,356,5.2,145,319,.455,62,73,.849,4,9,.444,121,1.8,132,1.9,27,3,61,0.3773,0.1662,0.042
2000,DET,Mikki Moore,81,1154,359,4.4,132,268,.493,95,130,.731,0,1,.000,316,3.9,33,0.4,24,61,74,0.2932,0.1154,0.1088
2000,DET,Billy Owens,45,793,198,4.4,88,230,.383,19,40,.475,3,20,.150,205,4.6,55,1.2,32,12,39,0.2015,0.0767,0.0681
2000,DET,Jud Buechler,57,737,193,3.4,76,164,.463,9,12,.750,32,77,.416,94,1.6,39,0.7,21,10,25,0.1872,0.0672,0.0351
2000,DET,Eric Montross,42,568,107,2.5,50,121,.413,7,26,.269,0,0,.000,144,3.4,15,0.4,8,23,37,0.1443,0.0281,0.0469
2000,DET,Brian Cardinal,15,126,31,2.1,10,31,.323,11,18,.611,0,5,.000,23,1.5,3,0.2,7,2,9,0.032,0.0101,0.0091
2000,DET,Kornel David,10,69,20,2.0,10,22,.455,0,0,.000,0,0,.000,19,1.9,3,0.3,4,1,4,0.0175,0.0058,0.0067
2000,GSW,Antawn Jamison,82,3394,2044,24.9,800,1812,.442,382,534,.715,62,205,.302,715,8.7,164,2.0,114,28,199,0.8623,0.6596,0.234
2000,GSW,Danny Fortson,6,203,100,16.7,29,50,.580,42,54,.778,0,0,.000,98,16.3,5,0.8,2,0,10,0.0516,0.0364,0.0257
2000,GSW,Larry Hughes,50,1846,823,16.5,308,805,.383,193,252,.766,14,75,.187,276,5.5,223,4.5,96,29,152,0.469,0.347,0.1159
2000,GSW,Marc Jackson,48,1410,633,13.2,237,508,.467,154,192,.802,5,23,.217,361,7.5,59,1.2,34,27,93,0.3582,0.21,0.1132
2000,GSW,Chris Mills,15,493,180,12.0,71,191,.372,31,36,.861,7,25,.280,93,6.2,18,1.2,9,5,20,0.1253,0.0588,0.0287
2000,GSW,Bob Sura,53,1684,586,11.1,202,518,.390,135,189,.714,47,172,.273,227,4.3,242,4.6,54,8,160,0.4278,0.2808,0.0808
2000,GSW,Mookie Blaylock,69,2352,760,11.0,317,801,.396,53,76,.697,73,225,.324,272,3.9,462,6.7,163,20,128,0.5976,0.4382,0.1376
2000,GSW,Chris Porter,51,1147,440,8.6,173,445,.389,94,141,.667,0,5,.000,189,3.7,61,1.2,45,6,59,0.2914,0.1555,0.0671
2000,GSW,Erick Dampier,43,1038,319,7.4,126,314,.401,67,126,.532,0,2,.000,250,5.8,59,1.4,17,58,82,0.2637,0.111,0.0884
2000,GSW,Vonteego Cummings,66,1495,483,7.3,178,517,.344,79,116,.681,48,143,.336,137,2.1,227,3.4,67,14,91,0.3798,0.2494,0.0648
2000,GSW,Paul McPherson,22,287,150,6.8,62,120,.517,24,34,.706,2,6,.333,31,1.4,22,1.0,13,1,24,0.0729,0.0507,0.0131
2000,GSW,Corie Blount,38,918,259,6.8,107,247,.433,43,68,.632,2,8,.250,315,8.3,51,1.3,29,17,55,0.2332,0.0919,0.0965
2000,GSW,Adonal Foyle,58,1457,342,5.9,156,375,.416,30,68,.441,0,0,.000,405,7.0,48,0.8,31,156,79,0.3702,0.1019,0.1643
2000,GSW,Chris Mullin,20,374,115,5.8,36,106,.340,24,28,.857,19,52,.365,41,2.1,19,1.0,16,10,19,0.095,0.0413,0.0197
2000,GSW,Chucky Brown,6,74,24,4.0,9,20,.450,6,10,.600,0,2,.000,18,3.0,5,0.8,3,1,2,0.0188,0.01,0.006
2000,GSW,Bill Curley,15,177,60,4.0,24,43,.558,11,15,.733,1,1,1.000,37,2.5,3,0.2,6,8,14,0.045,0.0162,0.0142
2000,GSW,Vinny Del Negro,29,396,77,2.7,30,90,.333,16,16,1.000,1,9,.111,31,1.1,62,2.1,6,0,15,0.1006,0.0553,0.0102
2000,GSW,Adam Keefe,67,836,168,2.5,64,159,.403,39,63,.619,1,3,.333,209,3.1,36,0.5,28,20,40,0.2124,0.063,0.0701
2000,GSW,Chris Garner,8,149,19,2.4,7,37,.189,5,6,.833,0,7,.000,12,1.5,18,2.3,7,1,9,0.0379,0.0141,0.006
2000,GSW,John Coker,6,32,2,0.3,1,8,.125,0,0,.000,0,0,.000,5,0.8,2,0.3,1,0,2,0.0081,0.0011,0.0016
2000,GSW,Randy Livingston,2,7,0,0.0,0,2,.000,0,0,.000,0,1,.000,1,0.5,1,0.5,0,0,0,0.0018,0.0006,0.0003
2000,GSW,Ruben Garces,3,11,0,0.0,0,7,.000,0,0,.000,0,0,.000,7,2.3,1,0.3,1,1,0,0.0028,0.0006,0.0025
2000,HOU,Steve Francis,80,3194,1591,19.9,550,1219,.451,358,438,.817,133,336,.396,553,6.9,517,6.5,141,31,265,0.8115,0.7234,0.2041
2000,HOU,Cuttino Mobley,79,3002,1538,19.5,527,1214,.434,394,474,.831,90,252,.357,397,5.0,195,2.5,84,26,165,0.7627,0.5604,0.1411
2000,HOU,Maurice Taylor,69,1972,899,13.0,390,797,.489,119,162,.735,0,4,.000,378,5.5,104,1.5,28,38,125,0.501,0.2863,0.1188
2000,HOU,Hakeem Olajuwon,58,1545,689,11.9,283,568,.498,123,198,.621,0,1,.000,431,7.4,72,1.2,70,88,81,0.3925,0.2269,0.1641
2000,HOU,Shandon Anderson,82,2396,710,8.7,263,590,.446,138,188,.734,46,170,.271,333,4.1,189,2.3,82,40,131,0.6087,0.2902,0.1285
2000,HOU,Walt Williams,72,1583,599,8.3,202,513,.394,97,126,.770,98,248,.395,245,3.4,97,1.3,30,28,73,0.4022,0.2137,0.0826
2000,HOU,Kenny Thomas,74,1820,528,7.1,206,465,.443,91,126,.722,25,92,.272,417,5.6,77,1.0,40,43,116,0.4624,0.1718,0.1348
2000,HOU,Moochie Norris,82,1654,544,6.6,184,413,.446,151,194,.778,25,89,.281,198,2.4,283,3.5,69,2,107,0.4202,0.3111,0.0772
2000,HOU,Matt Bullard,61,1000,354,5.8,129,305,.423,10,14,.714,86,213,.404,130,2.1,42,0.7,10,9,12,0.2541,0.1135,0.0397
2000,HOU,Kelvin Cato,35,624,165,4.7,64,111,.577,37,57,.649,0,0,.000,141,4.0,11,0.3,13,31,25,0.1585,0.0512,0.0506
2000,HOU,Carlos Rogers,39,544,179,4.6,75,110,.682,29,52,.558,0,1,.000,139,3.6,9,0.2,10,18,17,0.1382,0.0537,0.0448
2000,HOU,Jason Collier,23,222,71,3.1,27,71,.380,17,24,.708,0,1,.000,37,1.6,6,0.3,2,3,11,0.0564,0.023,0.0111
2000,HOU,Dan Langhi,33,241,90,2.7,37,99,.374,16,29,.552,0,1,.000,41,1.2,4,0.1,7,1,8,0.0612,0.0272,0.0134
2000,HOU,Sean Colson,10,30,15,1.5,6,19,.316,2,4,.500,1,4,.250,3,0.3,7,0.7,1,0,0,0.0076,0.0083,0.0011
2000,HOU,Anthony Miller,1,3,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,0,0.0,0,0,0,0.0008,0,0
2000,IND,Jalen Rose,72,2943,1478,20.5,567,1242,.457,285,344,.828,59,174,.339,359,5.0,435,6.0,65,43,211,0.7477,0.643,0.1296
2000,IND,Reggie Miller,81,3181,1527,18.9,517,1176,.440,323,348,.928,170,464,.366,285,3.5,260,3.2,81,15,133,0.8082,0.5849,0.108
2000,IND,Jermaine O'neal,81,2641,1041,12.9,404,868,.465,233,388,.601,0,5,.000,794,9.8,98,1.2,49,228,161,0.671,0.3388,0.2928
2000,IND,Travis Best,77,2457,918,11.9,347,788,.440,187,226,.827,37,97,.381,222,2.9,473,6.1,110,11,127,0.6242,0.5188,0.1018
2000,IND,Austin Croshere,81,1874,822,10.1,276,701,.394,200,231,.866,70,207,.338,387,4.8,92,1.1,36,50,136,0.4761,0.2777,0.1279
2000,IND,Al Harrington,78,1892,586,7.5,241,543,.444,103,157,.656,1,7,.143,381,4.9,130,1.7,63,18,148,0.4807,0.2118,0.1265
2000,IND,Tyus Edney,24,263,106,4.4,35,91,.385,35,39,.897,1,6,.167,24,1.0,54,2.3,17,0,25,0.0668,0.0603,0.0126
2000,IND,Bruno Sundov,11,120,43,3.9,20,41,.488,3,5,.600,0,4,.000,23,2.1,2,0.2,2,4,3,0.0305,0.0121,0.0079
2000,IND,Zan Tabak,55,777,216,3.9,98,186,.527,20,47,.426,0,0,.000,213,3.9,33,0.6,10,30,57,0.1974,0.0643,0.0675
2000,IND,Sam Perkins,64,999,242,3.8,86,226,.381,32,38,.842,38,110,.345,168,2.6,41,0.6,33,18,19,0.2538,0.0882,0.061
2000,IND,Jeff Foster,71,1152,249,3.5,100,213,.469,47,91,.516,2,7,.286,389,5.5,33,0.5,39,28,52,0.2927,0.0809,0.1226
2000,IND,Jonathan Bender,59,574,193,3.3,66,186,.355,50,68,.735,11,41,.268,74,1.3,32,0.5,7,28,42,0.1458,0.0693,0.0304
2000,IND,Derrick McKey,66,987,145,2.2,60,136,.441,21,27,.778,4,20,.200,176,2.7,74,1.1,48,13,47,0.2508,0.0725,0.0671
2000,IND,Terry Mills,14,113,25,1.8,11,34,.324,0,0,.000,3,17,.176,21,1.5,5,0.4,3,1,10,0.0287,0.0067,0.0068
2000,IND,Lari Ketner,3,7,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,1,0.3,0,0,2,0.0018,0.0001,0
2000,LAC,Lamar Odom,76,2836,1304,17.2,481,1046,.460,262,386,.679,80,253,.316,592,7.8,392,5.2,74,122,264,0.7205,0.5549,0.2173
2000,LAC,Jeff McInnis,81,2831,1046,12.9,432,933,.463,130,161,.807,52,144,.361,220,2.7,447,5.5,75,7,113,0.7193,0.5256,0.0867
2000,LAC,Eric Piatkowski,81,2144,860,10.6,291,672,.433,158,181,.873,120,297,.404,241,3.0,96,1.2,46,19,76,0.5447,0.2942,0.0848
2000,LAC,Corey Maggette,69,1359,690,10.0,225,487,.462,223,288,.774,17,56,.304,291,4.2,82,1.2,35,9,106,0.3453,0.2519,0.0901
2000,LAC,Darius Miles,81,2133,761,9.4,318,630,.505,124,238,.521,1,19,.053,477,5.9,99,1.2,51,125,147,0.5419,0.2441,0.1803
2000,LAC,Michael Olowokandi,82,2127,701,8.5,308,708,.435,85,156,.545,0,0,.000,525,6.4,46,0.6,30,108,169,0.5404,0.1831,0.1791
2000,LAC,Quentin Richardson,76,1358,613,8.1,232,525,.442,99,158,.627,50,151,.331,257,3.4,62,0.8,42,7,64,0.345,0.2001,0.0835
2000,LAC,Tyrone Nesby,14,333,108,7.7,40,123,.325,18,23,.783,10,46,.217,42,3.0,11,0.8,10,4,10,0.0846,0.0358,0.0158
2000,LAC,Earl Boykins,10,149,65,6.5,25,63,.397,14,17,.824,1,8,.125,11,1.1,32,3.2,5,0,9,0.0379,0.0361,0.0047
2000,LAC,Keyon Dooling,76,1237,449,5.9,148,362,.409,125,179,.698,28,80,.350,89,1.2,177,2.3,41,11,94,0.3143,0.2231,0.0417
2000,LAC,Sean Rooks,82,1553,446,5.4,169,395,.428,107,143,.748,1,2,.500,303,3.7,77,0.9,34,64,73,0.3946,0.166,0.1103
2000,LAC,Cherokee Parks,52,876,251,4.8,116,236,.492,19,27,.704,0,6,.000,189,3.6,39,0.8,19,25,31,0.2226,0.083,0.0632
2000,LAC,Derek Strong,28,491,118,4.2,45,117,.385,28,37,.757,0,1,.000,108,3.9,7,0.3,14,1,22,0.1247,0.0355,0.0331
2000,LAC,Brian Skinner,39,584,160,4.1,64,161,.398,32,59,.542,0,0,.000,168,4.3,18,0.5,14,11,32,0.1484,0.0509,0.0515
2000,LAC,Zendon Hamilton,3,19,9,3.0,2,9,.222,5,8,.625,0,0,.000,8,2.7,0,0.0,0,0,2,0.0048,0.003,0.002
2000,LAL,Shaquille O'neal,74,2924,2125,28.7,813,1422,.572,499,972,.513,0,2,.000,940,12.7,277,3.7,47,204,218,0.7429,0.7696,0.3215
2000,LAL,Kobe Bryant,68,2783,1938,28.5,701,1510,.464,475,557,.853,61,200,.305,399,5.9,338,5.0,114,43,220,0.7071,0.7504,0.1585
2000,LAL,Derek Fisher,20,709,229,11.5,77,187,.412,50,62,.806,25,63,.397,59,3.0,87,4.4,39,2,29,0.1801,0.1132,0.0305
2000,LAL,Rick Fox,82,2291,787,9.6,287,646,.444,95,122,.779,118,300,.393,325,4.0,262,3.2,70,29,136,0.5821,0.3393,0.1185
2000,LAL,Horace Grant,77,2390,657,8.5,263,569,.462,131,169,.775,0,3,.000,545,7.1,121,1.6,51,61,48,0.6072,0.2572,0.1773
2000,LAL,Isaiah Rider,67,1206,507,7.6,201,472,.426,71,83,.855,34,92,.370,156,2.3,111,1.7,27,7,98,0.3064,0.1854,0.0521
2000,LAL,Ron Harper,47,1139,307,6.5,127,271,.469,34,48,.708,19,72,.264,166,3.5,113,2.4,39,25,62,0.2894,0.1355,0.065
2000,LAL,Brian Shaw,80,1833,421,5.3,164,411,.399,51,64,.797,42,135,.311,304,3.8,258,3.2,49,27,97,0.4657,0.2428,0.1045
2000,LAL,Robert Horry,79,1587,407,5.2,147,380,.387,59,83,.711,54,156,.346,296,3.7,128,1.6,54,54,79,0.4032,0.1715,0.1129
2000,LAL,Mike Penberthy,53,851,267,5.0,92,222,.414,28,31,.903,55,139,.396,63,1.2,71,1.3,22,2,34,0.2162,0.1069,0.025
2000,LAL,Stanislav Medvedenko,7,39,32,4.6,12,25,.480,7,12,.583,1,1,1.000,9,1.3,2,0.3,1,1,3,0.0099,0.0103,0.003
2000,LAL,Tyronn Lue,38,468,130,3.4,50,117,.427,19,24,.792,11,34,.324,32,0.8,45,1.2,19,0,27,0.1189,0.0567,0.0154
2000,LAL,Devean George,59,593,182,3.1,64,207,.309,39,55,.709,15,68,.221,110,1.9,19,0.3,15,15,34,0.1507,0.0584,0.0384
2000,LAL,Greg Foster,62,451,125,2.0,56,133,.421,10,14,.714,3,9,.333,112,1.8,32,0.5,9,12,25,0.1146,0.0462,0.0357
2000,LAL,Mark Madsen,70,641,137,2.0,55,113,.487,26,37,.703,1,1,1.000,152,2.2,24,0.3,8,8,27,0.1629,0.0483,0.0442
2000,MIA,Eddie Jones,63,2282,1094,17.4,388,871,.445,228,270,.844,90,238,.378,292,4.6,171,2.7,110,58,135,0.5798,0.3993,0.1345
2000,MIA,Anthony Mason,80,3254,1290,16.1,460,954,.482,370,474,.781,0,0,.000,770,9.6,248,3.1,80,25,179,0.8267,0.518,0.234
2000,MIA,Brian Grant,82,2771,1250,15.2,484,1010,.479,282,354,.797,0,1,.000,718,8.8,101,1.2,60,71,170,0.704,0.4038,0.2278
2000,MIA,Tim Hardaway,77,2613,1150,14.9,408,1042,.392,145,181,.801,189,517,.366,204,2.6,483,6.3,90,6,189,0.6639,0.5571,0.088
2000,MIA,Alonzo Mourning,13,306,177,13.6,73,141,.518,31,55,.564,0,1,.000,101,7.8,12,0.9,4,31,28,0.0777,0.0526,0.037
2000,MIA,Bruce Bowen,82,2685,623,7.6,211,581,.363,98,161,.609,103,307,.336,245,3.0,132,1.6,83,53,74,0.6822,0.2398,0.1107
2000,MIA,Cedric Ceballos,27,393,186,6.9,73,158,.462,29,33,.879,11,33,.333,80,3.0,13,0.5,10,4,23,0.0998,0.0562,0.0254
2000,MIA,Anthony Carter,72,1630,461,6.4,195,480,.406,65,103,.631,6,40,.150,180,2.5,268,3.7,73,10,119,0.4141,0.2566,0.0767
2000,MIA,Eddie House,50,550,251,5.0,104,247,.421,24,35,.686,19,55,.345,42,0.8,52,1.0,13,0,35,0.1397,0.0907,0.0156
2000,MIA,Dan Majerle,53,1306,267,5.0,87,259,.336,36,44,.818,57,181,.315,166,3.1,88,1.7,53,15,35,0.3318,0.1184,0.0671
2000,MIA,Ricky Davis,7,70,32,4.6,12,29,.414,7,8,.875,1,1,1.000,7,1.0,11,1.6,5,2,5,0.0178,0.0149,0.0043
2000,MIA,A.c. Green,82,1411,367,4.5,144,324,.444,79,111,.712,0,6,.000,313,3.8,39,0.5,30,8,45,0.3585,0.1242,0.0935
2000,MIA,Don Maclean,8,76,31,3.9,10,20,.500,9,12,.750,2,2,1.000,18,2.3,4,0.5,5,1,10,0.0193,0.0099,0.0068
2000,MIA,Todd Fuller,10,77,28,2.8,10,35,.286,8,8,1.000,0,0,.000,18,1.8,1,0.1,3,2,3,0.0196,0.009,0.0064
2000,MIA,Duane Causwell,31,384,76,2.5,32,85,.376,12,25,.480,0,0,.000,83,2.7,5,0.2,8,18,23,0.0976,0.0194,0.0299
2000,MIA,Jamal Robinson,6,72,6,1.0,3,22,.136,0,0,.000,0,2,.000,11,1.8,2,0.3,6,0,3,0.0183,0.0019,0.0051
2000,MIL,Ray Allen,82,3129,1806,22.0,628,1309,.480,348,392,.888,202,467,.433,428,5.2,374,4.6,124,20,204,0.795,0.7092,0.1624
2000,MIL,Glenn Robinson,76,2813,1674,22.0,684,1460,.468,251,306,.820,55,184,.299,526,6.9,252,3.3,86,62,219,0.7147,0.5775,0.1861
2000,MIL,Sam Cassell,76,2709,1381,18.2,537,1132,.474,277,323,.858,30,98,.306,290,3.8,580,7.6,88,8,220,0.6883,0.6969,0.1098
2000,MIL,Tim Thomas,76,2086,954,12.6,326,758,.430,195,253,.771,107,260,.412,313,4.1,138,1.8,78,45,114,0.53,0.3419,0.1235
2000,MIL,Lindsey Hunter,82,2002,825,10.1,298,783,.381,77,96,.802,152,407,.373,169,2.1,222,2.7,102,12,68,0.5086,0.3388,0.0856
2000,MIL,Jason Caffey,70,1460,500,7.1,179,367,.488,142,211,.673,0,0,.000,353,5.0,53,0.8,38,25,77,0.3709,0.1738,0.1121
2000,MIL,Scott Williams,66,1272,403,6.1,171,361,.474,60,70,.857,1,4,.250,364,5.5,35,0.5,48,32,41,0.3232,0.1272,0.1209
2000,MIL,Darvin Ham,29,540,109,3.8,39,80,.488,29,49,.592,2,3,.667,121,4.2,25,0.9,17,21,33,0.1372,0.041,0.0439
2000,MIL,Jerome Kersey,22,243,72,3.3,32,69,.464,8,16,.500,0,1,.000,45,2.0,15,0.7,14,8,6,0.0617,0.0274,0.0193
2000,MIL,Ervin Johnson,82,1981,266,3.2,108,198,.545,50,93,.538,0,0,.000,613,7.5,40,0.5,44,97,47,0.5033,0.0912,0.2033
2000,MIL,Mark Pope,63,942,151,2.4,62,142,.437,22,35,.629,5,24,.208,147,2.3,38,0.6,16,26,17,0.2393,0.0613,0.0517
2000,MIL,Michael Redd,6,35,13,2.2,5,19,.263,3,6,.500,0,3,.000,4,0.7,1,0.2,1,0,1,0.0089,0.0044,0.0014
2000,MIL,Rafer Alston,37,288,77,2.1,30,84,.357,9,13,.692,8,30,.267,31,0.8,68,1.8,13,0,20,0.0732,0.0557,0.0128
2000,MIL,Jason Hart,1,10,2,2.0,1,1,1.000,0,0,.000,0,0,.000,0,0.0,1,1.0,0,0,2,0.0025,0.0006,0
2000,MIL,Joel Przybilla,33,270,27,0.8,12,35,.343,3,11,.273,0,0,.000,71,2.2,2,0.1,3,30,13,0.0686,0.0055,0.0287
2000,MIN,Kevin Garnett,81,3202,1784,22.0,704,1475,.477,357,467,.764,19,66,.288,921,11.4,401,5.0,111,145,230,0.8135,0.7147,0.3223
2000,MIN,Terrell Brandon,78,2821,1250,16.0,511,1134,.451,195,224,.871,33,91,.363,298,3.8,583,7.5,161,21,155,0.7167,0.661,0.1437
2000,MIN,Wally Szczerbiak,82,2856,1145,14.0,469,920,.510,181,208,.870,26,77,.338,447,5.5,260,3.2,59,33,138,0.7256,0.4505,0.1465
2000,MIN,Anthony Peeler,75,2126,791,10.5,308,732,.421,75,87,.862,100,256,.391,192,2.6,192,2.6,91,18,105,0.5401,0.3031,0.0892
2000,MIN,Laphonso Ellis,82,1948,772,9.4,298,642,.464,169,214,.790,7,22,.318,494,6.0,93,1.1,67,74,108,0.4949,0.2648,0.1745
2000,MIN,Chauncey Billups,77,1790,713,9.3,248,587,.422,144,171,.842,73,194,.376,158,2.1,260,3.4,51,11,111,0.4548,0.3382,0.0631
2000,MIN,Felipe Lopez,23,457,170,7.4,69,152,.454,19,33,.576,13,23,.565,74,3.2,34,1.5,21,12,27,0.1161,0.0606,0.0306
2000,MIN,Reggie Slater,55,686,254,4.6,90,175,.514,74,110,.673,0,0,.000,186,3.4,26,0.5,18,9,43,0.1743,0.0873,0.057
2000,MIN,Radoslav Nesterovic,73,1233,328,4.5,147,319,.461,34,65,.523,0,1,.000,286,3.9,45,0.6,25,63,55,0.3133,0.1037,0.1022
2000,MIN,Todd Day,31,345,132,4.3,44,118,.373,18,23,.783,26,69,.377,37,1.2,28,0.9,10,7,24,0.0877,0.048,0.0154
2000,MIN,Sam Mitchell,82,983,285,3.5,118,289,.408,40,55,.727,9,43,.209,123,1.5,57,0.7,26,10,36,0.2497,0.106,0.0443
2000,MIN,William Avery,55,463,154,2.8,55,144,.382,28,36,.778,16,59,.271,29,0.5,75,1.4,13,4,45,0.1176,0.0777,0.0136
2000,MIN,Dean Garrett,70,831,177,2.5,75,156,.481,27,39,.692,0,0,.000,217,3.1,24,0.3,26,49,25,0.2111,0.0592,0.0806
2000,MIN,Sam Jacobson,14,59,20,1.4,9,18,.500,2,3,.667,0,0,.000,6,0.4,4,0.3,3,0,0,0.015,0.0079,0.0027
2000,MIN,Tom Hammonds,7,30,7,1.0,3,10,.300,1,2,.500,0,0,.000,4,0.6,1,0.1,0,0,3,0.0076,0.0018,0.001
2000,NJN,Stephon Marbury,67,2557,1598,23.9,563,1277,.441,362,458,.790,110,335,.328,205,3.1,506,7.6,79,5,197,0.6496,0.7371,0.0838
2000,NJN,Keith Vanhorn,49,1733,831,17.0,308,708,.435,150,186,.806,65,170,.382,347,7.1,82,1.7,40,20,103,0.4403,0.2699,0.1098
2000,NJN,Kenyon Martin,68,2272,814,12.0,346,777,.445,121,192,.630,1,11,.091,502,7.4,131,1.9,78,113,138,0.5772,0.2774,0.1931
2000,NJN,Johnny Newman,82,2049,895,10.9,291,695,.419,254,297,.855,59,176,.335,176,2.1,115,1.4,63,10,106,0.5206,0.3307,0.0719
2000,NJN,Aaron Williams,82,2336,838,10.2,297,650,.457,244,310,.787,0,2,.000,590,7.2,88,1.1,59,113,132,0.5935,0.2917,0.2083
2000,NJN,Lucious Harris,73,2071,683,9.4,265,624,.425,107,139,.770,46,132,.348,288,3.9,135,1.8,74,16,64,0.5262,0.2616,0.1065
2000,NJN,Kendall Gill,31,892,283,9.1,107,323,.331,65,90,.722,4,14,.286,131,4.2,87,2.8,47,7,48,0.2266,0.1259,0.0534
2000,NJN,Stephen Jackson,77,1660,635,8.2,243,572,.425,97,135,.719,52,155,.335,208,2.7,140,1.8,86,14,130,0.4217,0.233,0.0901
2000,NJN,Doug Overton,12,316,83,6.9,35,93,.376,3,5,.600,10,32,.313,24,2.0,53,4.4,3,0,15,0.0803,0.0483,0.0072
2000,NJN,Sherman Douglas,59,1094,338,5.7,122,303,.403,86,115,.748,8,40,.200,74,1.3,144,2.4,36,4,79,0.2779,0.1699,0.0338
2000,NJN,Mark Strickland,9,202,51,5.7,21,54,.389,8,11,.727,1,1,1.000,41,4.6,7,0.8,4,3,10,0.0513,0.0164,0.0129
2000,NJN,Eddie Gill,8,152,39,4.9,16,41,.390,4,5,.800,3,9,.333,9,1.1,24,3.0,4,1,10,0.0386,0.0221,0.0041
2000,NJN,Jamie Feick,6,149,22,3.7,8,23,.348,6,12,.500,0,0,.000,56,9.3,5,0.8,8,3,7,0.0379,0.0082,0.0183
2000,NJN,Evan Eschmeyer,74,1331,251,3.4,92,200,.460,67,102,.657,0,0,.000,366,4.9,40,0.5,41,58,53,0.3382,0.0902,0.127
